gene_name,unstranded
BCORL1,1268
ATRX,4326
AK6,869
FCN1,37
MYNN,733
MECOM,414
SCAMP1,3908
PREP,2027
HACE1,1408
SEH1L,1381
WDR47,2420
WDFY1,3300
OVGP1,131
SLC25A24,825
MAP3K4,4650
PILRA,1553
IGSF9,10
ABCB1,1587
ZNF213,1204
AKR1B1,12856
CPNE3,8516
RRN3,2928
CTTN,17969
WNT11,22
MTIF2,1755
DDHD2,3595
TTC39A,492
EPS15,7338
ORC1,80
MGST2,1710
CHERP,1736
ATG16L1,2031
USP40,3744
POMGNT1,7212
RAD54L,53
MAST2,4242
DNAJA1,15965
B4GALT1,5618
CHMP5,8426
NFX1,3329
AQP6,61
DIMT1,873
IPO11,1911
FOLH1,86
EIF2AK1,7670
NME8,84
EPDR1,4625
SNX10,1284
SEPHS1,2983
MRPL28,2673
HBQ1,5
ITPKC,1789
CEACAM6,1
FAT2,57
RBM22,3767
TMED2,22342
ERO1B,1286
ZFAND6,4202
HSD17B2,1
TXLNG,1349
PPEF1,22
LAT2,4023
HUWE1,19454
ZW10,1349
ALG9,454
MYBPC2,78
NOX4,118
ACOX3,1341
MTMR2,3256
PPP1R15A,1671
HSD17B14,1906
TRIP6,4130
ACHE,1104
FTL,312744
SRRT,5264
BAX,2941
NLK,2188
PIGS,4465
ADAMTS2,800
TMPRSS11E,5
ATXN7L3,4120
PGS1,3341
PSMC5,5689
UIMC1,1233
CETP,191
MMP2,9708
MT3,13564
LPCAT2,4504
GNAO1,4003
OGFOD1,3098
SH3BP2,8483
NOP14,1017
ADD1,29323
L2HGDH,628
TXNDC16,1778
RTRAF,6428
NID2,880
GMCL1,1384
SF3B2,14993
KLHL42,2581
GNAS,101437
DNM1L,4608
PTHLH,281
PHACTR3,368
ERGIC2,2463
TFAP2C,19
AURKA,324
CASS4,1080
PIR,207
AAMDC,316
RFX2,919
METTL2A,1020
SULT2B1,22
ALG6,856
CNOT3,1553
GP6,7
PTPN4,1368
DDX18,4823
KHSRP,11536
GNA11,3037
ASAP3,12148
EDEM2,2993
DNMT3B,196
REM1,31
TPX2,834
FER1L4,37
PDRG1,2558
EPB41L1,7094
SLC15A1,4
DOCK9,3144
ANKRD10,21192
TGDS,889
DOCK3,2346
C3orf18,1220
COQ9,2145
TMEM40,1
KIF9,264
ARHGAP28,466
CRLS1,50
DEFB127,0
PPP1R13B,756
ATRN,7357
SMOX,7306
SIGLEC1,7284
FKBP1A,9793
NSFL1C,5603
SLC4A11,109
C20orf194,6270
ZNF343,489
EBF4,1231
CPXM1,39627
MAVS,9179
LZTS3,3482
F11,1
XRN2,6150
KIZ,1261
DYNLL1,9546
TESC,463
SNX5,7077
RPL6,13582
SIRPG,117
MAPKAPK5,1182
P2RX7,7362
ESF1,2297
RBBP9,1571
ANAPC5,9501
SLC23A2,10350
SLC8B1,3685
TMEM230,7142
DZANK1,314
KDM2B,2047
CFAP61,1185
LHX5,10
TASP1,903
OAS1,4496
GCN1,10716
RPLP0,36011
PXN,2763
SIRT4,145
RPH3A,148
KIF16B,2008
TRMT6,930
CHGB,277
PEBP1,75929
TBX5,3
BRAP,1464
ERP29,5901
NOS1,1941
FUS,11760
IGBP1,1966
FXYD5,2764
ZNF302,2950
GRAMD1A,4866
FXYD3,2
HEPH,2488
CDIP1,4198
CMTM1,113
KCNH4,36
GANAB,29679
GMIP,3323
RBM41,694
BIRC5,202
LAG3,128
MLF2,12039
OTUB2,138
DDX24,9937
ZBTB25,898
NECAP1,2981
ARHGAP4,5298
ANKRD24,204
DHX32,1199
RCOR1,1573
GPATCH2L,2648
LTBP4,4666
BLVRB,2430
SLC9A1,2242
SPTLC1,6481
PAPOLA,7340
CCNK,337
PCBP4,3496
RGS1,12909
YPEL3,3240
MRPS33,1846
NDUFB2,2177
NUDC,4563
MAEA,3685
ICAM1,5751
STRN4,3331
IRAK3,2143
LYZ,2885
SI,0
MUL1,3997
TFAP4,337
PDCD7,1541
SPG21,6155
FETUB,8
DNAJB11,2564
P3H2,1628
THPO,93
CHRD,1139
FLT3LG,16
RAB11FIP3,5320
GNPTG,4655
ZNF268,1773
GOLGA3,8499
PABPC4,5634
CD209,166
CERS4,1576
MCOLN1,2319
USP48,3057
EFNB1,801
PDPR,3473
AARS1,21631
GLG1,29899
KIF4A,157
TNRC6A,5100
PLEKHG2,1958
DLL3,54
NAT14,809
PITPNM2,6712
EXOC1,3248
RBM27,935
POU4F3,11
OSBPL8,6264
DTX2,923
NLRC4,926
PUS7,755
LAMB4,55
NRCAM,37956
LAMB1,14146
SLC26A4,25
SLC26A3,12
DLD,5523
WDR7,3493
TXNL1,4014
IL5RA,7
ABCC6,437
CMTM6,6712
ITGA6,6057
RAPGEF4,692
MAP3K20,6804
SMPX,0
FH,2699
SEL1L3,2376
TF,2510
CDV3,13129
MYO15A,39
ALKBH5,6525
APOH,0
NLRP1,1192
PITPNM3,787
SPAG7,2537
ORC6,171
ZFHX4,1401
SLC17A6,2
CPA1,0
ZC3HC1,1095
ESR1,207
RGS17,1494
ANGPT2,643
TMEM101,1996
CD200,573
CCDC80,13943
CMA1,2
PSME1,9757
PPP2R3C,1184
HAUS4,654
JPH4,1129
MYH7,913
CEBPE,21
SLC7A8,5664
OSGEP,2266
SLC22A17,8250
RNF31,39
SCFD1,3665
G2E3,919
HECTD1,8852
HNRNPC,20479
RPGRIP1,191
SUPT16H,8200
TOX4,5394
GEMIN2,537
TGM1,75
TINF2,4431
DAZL,1
TBL1Y,0
SEMA6A,5241
TRPM7,2196
TYRO3,1173
WDR76,257
CAPN3,232
SNAP23,810
TBX15,883
PHGDH,2055
COL9A3,112
EZR,15817
MYL6,22770
AGO1,3686
TEKT2,61
CLSPN,150
RFFL,1322
UNC13D,1651
MFSD11,1699
DPYSL2,38177
TGFB2,10866
GPATCH2,1001
NUP50,3603
CDC45,46
COMT,12593
ADA2,8013
AC016026.1,4
VNN3,18
ECHDC1,4721
LRRFIP2,3796
SEC22C,4620
XYLB,331
HDAC6,6148
OR1I1,0
GABRP,2
KRT31,0
CDC6,178
UPRT,1229
CDC23,2724
AAAS,1589
CBX5,9147
FMO2,5
SUCO,5553
MSH2,1364
MAP3K1,1962
DHPS,125
HOOK2,975
NXPE1,10
ARCN1,13639
EPB41L4B,890
TMEM38B,1509
PSMD5,3347
PTGS1,4939
NUP188,5847
CRAT,4834
SH2D3C,947
NANS,1655
TBC1D2,743
WHRN,884
PDE6C,22
CWF19L1,1147
SEMA4G,626
BTAF1,4387
IKZF5,1203
BLNK,748
TLL2,106
CYP26A1,50
TDRD1,11
SORBS1,22991
CRTAC1,1192
BAMBI,389
IL11,11
MYO3A,0
WAC,10222
CREM,2798
NUBP2,1957
TPSD1,0
SMIM24,18
HIVEP1,1897
TREM2,12107
KCNK16,2
CRISP3,0
FKBP5,15910
SRPK1,1314
BRPF3,3911
MRPS18A,719
PGC,2
TMEM14A,1979
EFHC1,1949
NCR2,1
HSP90AB1,59196
MLN,0
CDC5L,4675
ITPR3,570
ZNF184,849
DSP,309
SIRT1,1793
HNRNPH3,7839
IFT74,847
JAK2,3792
IL12RB1,569
ABL1,8086
ACOT7,1633
SH3GLB1,17125
CDC7,707
SYDE2,130
PCSK5,1096
SCD,24696
TMED1,551
ABLIM1,9916
ERMP1,2718
RAB18,6558
NRP1,12522
HSD17B7P2,225
PRTFDC1,2364
PALMD,1175
TSPAN15,2029
MACROH2A2,651
WASHC2A,4326
MAST3,2492
MZF1,853
OCEL1,700
MYO9B,10147
KCNK6,1129
CATSPERG,78
PSMD8,4548
FBXL19,1231
STX1B,784
HSD3B7,741
SETD1A,2351
BCL7C,721
MAGEB2,0
EFNA2,29
CIRBP,17233
ATP5F1D,2056
CBARP,538
PCDH11Y,0
AMELY,0
PRKY,1
IGFALS,23
HNRNPM,9521
MARCHF2,3991
NDUFB7,2761
TECR,7203
TIMM13,1904
CDC34,2079
MTAP,1507
MISP,4
CEP170B,1589
POLR2E,5844
POLRMT,2459
HCN2,827
CDHR5,4
IZUMO4,164
RASSF7,292
GADD45B,5905
PALM,1853
MADCAM1,44
IGF2-AS,2
MKNK2,4393
ARVCF,1447
TRMT2A,2064
RANBP1,2093
ZDHHC8,3030
KLHL22,1069
MED15,5951
SERPIND1,0
SNAP29,2891
CRKL,8733
LZTR1,1394
MMP11,57
CECR2,944
SMARCB1,4252
P2RX6,1000
DERL3,17
SLC7A4,9
BCL2L13,5114
DDTL,44
DDT,0
GSTT2,24
OSM,354
CABIN1,8733
TBC1D10A,1265
SUSD2,314
SF3A1,8104
GGT5,1613
RNF215,1667
SEC14L2,3540
SEC14L3,0
SPECC1L,2397
PPIL2,3541
UPB1,7
YPEL1,324
SNRPD3,1839
PES1,4074
MAPK1,13845
GGT1,4
PRODH,22
PPM1F,3438
SLC35E4,421
TOP3B,3
CRYBB3,5
CYTH4,6583
ESS2,1679
CRYBB2P1,550
MFNG,2374
CARD10,189
LRP5L,73
SLC25A1,4217
GRK3,2106
PLA2G3,0
LGALS2,49
GGA1,3904
HIRA,647
SH3BP1,451
SEZ6L,693
LGALS1,4546
HPS4,3136
PIK3IP1,9292
Z83844.1,0
SRRD,930
PATZ1,2720
TRIOBP,3943
TFIP11,2440
GCAT,911
GGTLC2,1
CRYBB1,3091
ANKRD54,1142
EIF3L,5745
SNU13,5378
MICALL1,2741
POLR2F,1997
SOX10,234
CCDC134,1533
DEPDC5,924
PICK1,638
TTC28,3409
SLC16A8,26
CENPM,75
SEPTIN3,4632
SLC5A1,9
TPTEP1,840
SLC5A4,21
KDELR3,349
CYP2D6,38
DDX17,43404
DMC1,5
TCF20,2260
HSCB,516
CBY1,768
TOMM22,2880
RSPH14,15
XBP1,7534
RTCB,6251
JOSD1,4656
FBXO7,6817
GTPBP1,3945
POLDIP3,8665
RAB36,78
TIMP3,21098
PPP6R2,5495
SBF1,9995
SUN2,5819
CYB5R3,41738
DNAL4,1092
C22orf31,3
MIOX,2
LMF2,4962
RHBDD3,1265
PACSIN2,8109
TTLL1,691
RASL10A,283
AP1B1,29664
HMGXB4,1690
TOM1,4816
NEFH,446
CHKB,21
BIK,11
HMOX1,13112
MCAT,681
THOC5,1106
MCM5,2621
APOBEC3H,105
ARSA,3948
TSPO,4519
RASD2,216
TTLL12,1840
CBX7,2964
PDGFB,3370
ACR,4
CABP7,25
RPL3,49151
ZMAT5,598
RBFOX2,5472
SYNGR1,3832
TAB1,2641
ASCC2,3536
MTMR3,628
MIEF1,3944
APOL4,6974
PNPLA5,0
APOL1,16852
PNPLA3,44
MYH9,38538
CACNA1I,375
SAMM50,2224
TXN2,5021
FOXRED2,3909
GRAP2,131
EIF3D,8164
TNRC6B,3109
SGSM3,44
IFT27,1151
PVALB,16
KIAA0930,11221
NCF4,2092
CSF2RB,1977
SLC25A17,1468
UPK3A,20
FAM118A,2631
KCTD17,1393
ST13,17135
IL2RB,909
RBX1,3082
EP300,8256
L3MBTL2,2342
CHADL,253
RANGAP1,5927
ZC3H7B,9977
PHF5A,1236
ACO2,8774
POLR3H,1988
TRMU,1288
PMM1,1450
DESI1,4921
CERK,5527
BRD1,2028
ZBED4,1488
MLC1,6909
HDAC10,67
KCNK10,478
ABHD4,8885
KHNYN,1452
FKBP3,1654
SDR39U1,332
CTSG,0
GZMH,217
GZMB,70
RBM23,5166
PRMT5,1363
COCH,64
AP4S1,644
POLE2,105
VCPKMT,291
SOS2,5466
CDKL1,663
NIN,5039
PYGL,5535
TRIM9,10527
PSMC6,3496
GNPNAT1,557
DDHD1,1469
CDKN3,146
CNIH1,5725
CGRRF1,1057
ATP6V1D,3519
CCDC198,0
PLEK2,100
PIGH,736
LRRC74A,11
PSMA3,4171
VTI1B,2197
TIMM9,692
GSTZ1,552
KIAA0586,1774
TMED8,2021
SAMD15,64
AHSA1,3455
DAAM1,3585
ISM2,12
SPTLC2,9810
RIN3,3879
LGMN,24269
ALKBH1,431
SNW1,2170
CHGA,65
ITPK1,4544
DHRS7,7271
PPM1A,3799
SIX4,110
GALNT16,459
ASB2,141
CEP128,216
ERH,2323
HIF1A,34095
SUSD6,11130
SRSF5,9092
SLC10A1,1
EIF5,20386
SERPINA4,0
SLC8A3,191
DICER1,5264
ZFYVE21,1356
MTHFD1,2501
TCL1A,1
ZC3H14,2376
TELO2,2633
PCNX1,4270
BDKRB1,1
GSKIP,1005
VRK1,286
PSMC1,668
PAPLN,316
RPS6KA5,400
PPP4R3A,3111
C14orf93,368
PSMB5,6356
YY1,4676
ACIN1,10741
CCNB1IP1,1024
TRIP11,2376
APEX1,7610
PABPN1,881
EFS,3501
ARHGAP5,3368
CINP,1196
DHRS2,27
SRP54,4168
CPNE6,26
CHD8,7084
PCK2,1851
PRORP,489
DCAF11,4512
PSMA6,211
NFKBIA,14162
EMC9,398
PSME2,7309
BRMS1L,851
REC8,4194
TM9SF1,409
SEC23A,5534
GMPR2,5055
PNN,5735
RABGGTA,1796
NFATC4,509
PLTP,49590
PCIF1,3137
GSS,3789
MMP9,173
VSX1,0
TRPC4AP,11135
PYGB,28492
ABHD12,10844
PROCR,549
GINS1,315
NINL,718
CD40,1063
UQCC1,3964
ZMYND8,4338
SGK2,108
IFT52,1638
MYBL2,146
R3HDML,0
HNF4A,1
NDRG3,7289
SLA2,153
RAB5IF,25
NFATC2,3723
RIMS4,218
PABPC1L,1152
STK4,5454
SALL4,3
ADNP,7761
PFDN4,856
DOK5,3485
CSTF1,2213
BMP7,1475
RAE1,2782
TPD52L2,10347
DNAJC5,13941
NELFCD,4513
CTSZ,17649
PRPF6,8899
TUBB1,17
PRELID3B,2082
HRH3,5
MTG2,2154
PSMA7,9000
SLCO4A1,147
NTSR1,6
MRGBP,1042
TCFL5,811
DIDO1,6716
GID8,4490
SLC17A9,400
BIRC7,52
NKAIN4,981
ARFGAP1,8819
AVP,0
COL20A1,41
CHRNA4,40
EEF1A2,483
PTK6,24
GMEB2,1395
C20orf27,2890
SPEF1,52
CDC25B,4238
ISM1,250
RNF24,3108
ARFRP1,2432
NDUFAF5,676
SEL1L2,8
TRIB3,619
RASSF2,12824
CSNK2A1,7525
SLC52A3,696
RPS10P5,3
ANGPT4,17
RSPO4,101
CDS2,16468
PROKR2,6
HM13,13143
SNPH,835
MYLK2,205
SIRPB1,75
SEC23B,6992
FERMT1,1525
HAO1,2
PDYN,141
CCM2L,91
PLCB4,265
MYL9,830
HCK,6154
TM9SF4,12357
TLDC2,34
CRNKL1,2995
POFUT1,8977
SAMHD1,16903
PAK5,25
KIF3B,11444
MROH8,221
NOP56,4671
MANBAL,4474
IDH3B,4599
MAPRE1,17394
JAG1,2673
CDK5RAP1,1590
SNTA1,3160
OXT,0
TTI1,2291
E2F1,254
RPRD1B,3464
PXMP4,1949
CHMP4B,13998
BPI,4
CST9L,0
SLC32A1,69
CST3,32027
ASIP,82
CST4,0
ACTR5,767
WFDC2,5
AHCY,5113
PPP1R16B,755
SPINT3,0
FAM83D,67
EPPIN,7
DHX35,1569
DNTTIP1,2067
MAP1LC3A,1136
SYNDIG1,3769
PIGU,2486
TNNC2,24
ACOT8,1300
APMAP,11610
CELF4,69
ZNF516,2479
CDH20,2357
ADNP2,1778
RBFA,458
USP14,5430
VAPA,9212
METTL4,873
LPIN2,8510
SMCHD1,4178
MYOM1,885
MYL12A,3171
CEP76,347
ST8SIA5,401
CEP192,2500
RNMT,3256
SMAD7,1560
LIPG,403
LAMA1,193
RNF125,582
ANKRD12,3683
NOL4,521
POLI,1969
MIB1,3953
RBBP8,1729
RIOK3,4021
CSTF2,1467
H2BW2,0
MXRA5,2327
VSIG1,6
PSMD10,3158
ATG4A,1015
STS,2469
TBL1X,3139
GPR143,16
PGRMC1,5045
POLA1,1618
MID1,762
NKAP,950
RHOXF1,3
NXT2,1167
GUCY2F,4
ATP1B4,16
MCTS2P,0
ALG13,2181
PRPS2,939
TLR8,1207
MOSPD1,716
AMMECR1,391
CHRDL1,1477
WDR13,5409
SUV39H1,358
PAGE4,0
SRPX,3347
GLRA2,7
XIAP,4674
STAG2,8034
ATP11C,2174
MCF2,128
F9,0
ABCD1,1578
CCDC22,1576
CACNA1F,39
SYP,1229
PLP2,324
BMX,7
LUZP4,0
PLS3,6385
NAA10,932
RENBP,2780
ELF4,1302
SMARCA1,8400
MTMR8,58
ASB9,98
ZC3H12B,454
RBBP7,7193
PPP1R2C,0
KCND1,787
OPN1LW,0
SLC25A14,623
FMR1,2985
PIM2,447
SCML2,85
SLC35A2,2100
PQBP1,2061
RS1,0
PCSK1N,1619
EMD,2376
TAZ,1610
RAB40AL,2
PGK1,35718
GATA1,5
MAGT1,8604
SMS,3934
PHEX,710
UBL4A,1956
CD99L2,12903
EEA1,5498
GPR50,5
RP2,2198
JADE3,537
CDK16,4663
USP11,9316
PCYT1B,1194
BRS3,0
HTATSF1,5492
VGLL1,0
CD40LG,35
TIMP1,1783
KLHL4,1313
GABRE,655
PCDH11X,35
FGD1,320
PIN4,830
PORCN,1067
ITIH6,0
MAGED2,14792
RBM3,5391
KLF8,67
SRPX2,3316
SYTL4,837
ZDHHC15,1040
CENPI,133
DRP2,607
TAF7L,12
PBDC1,1256
GLA,1587
ARMCX3,12064
BEX4,5395
RUBCNL,2771
NALCN,2558
FGF14,159
HTR2A,310
NDFIP2,4824
TNFSF13B,29668
FNDC3A,7950
MLNR,1
CDADC1,605
CAB39L,1539
KLF5,96
STK24,2315
ACP5,1333
DNAJC3,10764
UGGT2,2502
ARHGEF7,7328
FGF9,179
SGCG,7
PARP4,5323
SUPT20H,1768
MRPS31,678
SLC25A15,380
KPNA3,3504
FLT1,2116
RGCC,2700
VWA8,913
DGKH,549
KATNAL1,1767
INTS6,1395
ACOD1,1
DHRS12,189
MEDAG,16
TSC22D1,9098
CLN5,823
OLFM4,6
MSLN,1477
MGRN1,6125
ZNF629,2484
TRADD,838
HSF4,274
CORO1A,9938
MAPK3,6494
GDPD3,109
ELMO3,136
MT4,0
PHKB,8037
LYRM1,745
NUTF2,4391
NUP93,3484
CENPT,1378
TSNAXIP1,180
NFAT5,4410
LONP2,6696
N4BP1,3765
CBLN1,47
ARL2BP,19
PLLP,550
ZNF423,807
CCL22,58
DHODH,839
CCL17,23
CTCF,3672
ACD,963
POLR2C,3484
PARD6A,371
ZNF821,241
MMP15,2215
USB1,3885
CYB5B,4393
CCDC113,510
PRSS54,6
NME3,1393
NDRG4,2951
PSMD7,1942
SETD6,805
SLC38A7,3252
VAC14,3745
HAS3,234
TANGO6,1419
COG4,5644
SMPD3,180
SLC7A6OS,424
SLC7A6,826
PLA2G15,6401
ESRP2,10
FA2H,87
WDR59,2381
MON1B,4348
CMC2,651
AXIN1,1833
HCFC1R1,3560
NPRL3,2431
MLYCD,871
MPG,679
NECAB2,65
HSDL1,2697
TAF1C,2323
NAGPA,1214
WFDC1,35
SEC14L5,58
COTL1,17621
USP10,4257
CRISPLD2,1379
TSC2,5281
ZNF500,850
AC069335.1,0
NME4,3968
ABCC1,5544
NOMO3,360
LMF1,367
FOXF1,130
CIAO3,1734
MTHFSD,1262
CLCN7,5934
HAGHL,185
ANTKMT,446
SLC7A5,13482
METRN,4826
FBXO31,3344
STUB1,1111
RHBDL1,56
NUBP1,817
UBE2I,3196
ZP2,0
MEFV,155
CRYM,27
EEF2K,4578
CAPN15,1586
PIEZO1,5339
GSPT1,8326
ZNF174,672
CLUAP1,1169
UBFD1,6722
PRSS33,3
EARS2,1850
ELOB,5274
GGA2,6650
AQP8,10
CPPED1,1104
USP31,822
HMOX2,4617
DNAJA3,3272
CORO7-PAM16,0
BFAR,3079
SALL1,5088
TOX3,230
RRN3P2,3
RBL2,5287
QPRT,7460
XYLT1,1284
PYCARD,852
RPGRIP1L,952
MAZ,473
STX4,2874
CDIPT,5195
BCKDK,3687
KAT8,2360
NOMO1,4072
IL21R,1853
SYT17,916
TMC5,17
CCP110,1740
VPS35L,5788
SLC6A2,1
RNF40,6298
KNOP1,590
AQP9,237
AAGAB,2533
IQCH,155
LACTB,1698
CORO2B,2772
CSK,5569
HERC1,6862
TRIP4,1012
MTFMT,555
RASL12,2083
AP3B2,432
ACSBG1,2060
IGDCC4,3908
RAB11A,8325
CTSH,14557
GOLGA8UP,0
TTC23,1806
CD276,17622
FAH,1388
CEMIP,15576
RPAP1,1653
HOMER2,967
EHD4,2983
TMEM87A,3238
ZNF106,8162
CEP152,204
ATP8B4,1947
OCA2,3
DTWD1,680
TGM5,16
FAM189A1,117
GABPB1,721
TJP1,6217
BMF,1899
DMXL2,3097
SCG3,1640
DNAJC17,353
EIF3J,3004
SPG11,4769
RHOV,1
VPS18,3032
OIP5,13
SLC30A4,688
BLOC1S6,3880
MYEF2,2096
SGK3,776
PDGFRL,75
CSPP1,1063
ZDHHC2,6192
BRF2,560
TRIM35,1571
ZFAND1,976
RP1,7
CA2,1401
FZD3,6145
INTS9,1755
RIPK2,1744
EYA1,1128
NBN,5818
TRPA1,7
CPQ,1778
DECR1,3778
CALB1,45
BPNT2,8944
SFRP1,479
LAPTM4B,7973
UBE2W,2333
POP1,469
NIPAL2,865
IKBKB,5128
PLAT,618
JPH1,71
DKK4,0
STK3,1366
GDAP1,1085
RAB2A,9756
EIF3E,8967
EMC2,3040
ESRP1,1
CCN4,195
NDRG1,4169
ZC2HC1A,754
IL7,160
STMN2,373
ARMC1,2850
TRPS1,2187
SPAG1,659
CHRAC1,1299
NCALD,2307
SNX16,895
GML,0
UBR5,7754
GSDMD,1663
GFUS,1530
PYCR3,618
EEF1D,1927
ANXA13,50
SQLE,2566
SH2D4A,418
INTS10,4928
ERI1,2039
SLC39A14,9413
MTMR9,1945
LEPROTL1,5068
DCTN6,1292
R3HCC1,1706
GSR,4648
TNFRSF10A,210
UBXN8,1014
PPP2CB,14720
ERICH1,1229
NEFM,71
TUSC3,2312
ARHGEF10,43
KLHDC4,1416
MCM4,2547
ADAM2,0
KCTD9,1229
FGL1,482
ASAH1,35234
BNIP3L,14532
MAN2B1,9105
KCNN4,93
TULP2,10
NUCB1,17168
DHDH,32
GYS1,4182
MAP4K1,447
CGB2,0
ECH1,2068
HNRNPL,5617
NFKBIB,936
LHB,8
CGB3,0
TUBB4A,1463
SARS2,52
KCNA7,4
SNRNP70,7260
CLPTM1,6233
RELB,653
CLASRP,1372
LIN7B,198
PPP1R37,1348
FCGRT,23084
PIH1D1,2794
CKM,12
ARHGEF18,1998
PPP1R13L,536
PEX11G,227
ERCC2,1080
DOT1L,1767
PLEKHJ1,2075
SLC17A7,548
RNASEH2A,1
KLC3,0
CD37,4100
SF3A2,1941
AMH,102
DKKL1,3
LYL1,1519
OAZ1,25011
TRMT1,1939
STX10,1980
RETN,20
FCER2,3
DMPK,1195
CLEC4M,1
RSPH6A,1
TBC1D17,2117
IL4I1,293
TLE6,28
CCDC130,1711
PTOV1,1027
TLE5,5410
NOVA2,834
SGTA,6079
KIR3DX1,10
LILRB1,3844
MED25,1775
LILRA1,692
SNAPC2,1072
C19orf53,2976
TIMM44,1713
CCDC61,280
IL27RA,511
ASF1B,203
TNNT1,10
VRK3,1376
FAM32A,4626
PPP6R1,4411
C19orf44,502
MED26,383
OLFM2,3917
RASAL3,1629
AKAP8,1927
EPHX3,60
ILVBL,3171
ZNF419,406
SYDE1,1632
CASP14,0
SLC1A6,11
AURKC,69
POP4,1751
CCNE1,193
URI1,3523
PDCD5,1901
ANKRD27,2568
RPS16,11470
TIMM50,1994
LGALS13,0
FBL,1740
DYRK1B,996
CLC,0
CCNP,2
GPI,7905
AKT2,4660
PLD3,16637
PRX,380
PIAS4,1061
NUMBL,1974
EBI3,2175
YJU2,1130
SHD,38
TBCB,4995
FSD1,471
POLR2I,98
OVOL3,1
CLIP3,15314
ZFR2,156
SLC1A5,1546
PRKD2,1265
TJP3,14
APLP1,6314
CACTIN,1135
CCDC9,668
HNRNPUL1,7849
FZR1,3404
BBC3,254
TGFB1,5359
DENND3,11584
DMAC2,1173
CEACAM4,69
PLIN3,4420
MYH14,2522
MRPL4,1118
SIGLEC8,8312
CD79A,15
LIM2,1
ICAM4,0
RPS19,16813
NOP53,4965
NKG7,305
ICAM5,69
ETFB,452
CD33,1439
CEACAM5,11
CRX,0
BABAM1,1057
TYK2,5804
SULT2A1,0
CDC37,7125
NAPA,2473
RABAC1,311
ATP1A3,222
MEIS3,559
PTPRS,7638
CNFN,25
ZNRF4,0
MEGF8,6697
KDELR1,5650
CYTH2,1909
GRWD1,1667
GRIN2D,135
SYNGR4,2
CLEC11A,267
CCDC114,11
CARD8,4068
LIG1,650
SIGLEC6,2
ZNF175,758
PLA2G4C,1105
SIGLEC5,25
CABP5,0
HAS1,1
RAB3D,641
DBP,450
TMEM205,816
CAPS,3233
PLPPR2,4189
FAM83E,3
RASIP1,265
THEG,0
FGF21,1
BCAT2,809
MIER2,1168
PLEKHA4,3321
PPP2R1A,12024
TNPO2,9396
WDR83OS,0
CACNG7,1063
GCDH,1796
LILRB5,166
KLF1,13
DNASE2,8056
MAST1,399
LENG1,341
PRPF31,1170
TFPT,516
JAK3,2632
RPL18A,6289
SLC5A5,5
KCNN1,300
ARRDC2,2692
PIK3R2,5
RAB3A,394
PDE4C,3
ISYNA1,589
ELL,1912
CRTC1,1608
COMP,10
UPK1A,2
COPE,4000
DDX49,2359
ETV2,18
ATP4A,1
ARMC6,2170
TMEM147,2832
GAPDHS,1
ELOCP28,8
MAG,783
TMEM59L,1044
HAMP,1726
USF2,9536
LSR,657
KXD1,1858
FKBP8,15934
SUGP1,1758
HPN,109
ZNF14,451
SCN1B,2338
PBX4,80
ERF,2528
GSK3A,1268
ATP13A1,4976
ZNF574,746
GRIK5,1706
SIPA1L3,1641
ZNF85,315
ETHE1,599
CADM4,4467
SMG9,2241
AVL9,2827
RUNDC3B,312
CFAP69,128
GTPBP10,1048
RASA4,58
CDK6,1984
PMPCB,3317
DNAJC2,1183
TFPI2,12
BET1,1415
NAMPT,38961
POLR1F,1449
PIK3CG,1928
PON3,17
PON2,8839
ITGB8,5043
HBP1,2577
DUS4L,144
SP4,866
WDR91,3122
DNAH11,24
CBLL1,1765
DLX5,23
MTPN,17102
STEAP1B,30
PTN,6121
MPP6,280
GSDME,6527
ATP6V0A4,0
ZC3HAV1,5777
TTC26,616
OGDH,11447
NPVF,0
ADAP1,279
TFEC,2180
H2AZ2,10133
CAV2,756
CAV1,8702
MET,1849
RNF32,54
LMBR1,3097
NHP2P1,4
WNT2,305
HOXA1,12
DNAJB6,5131
HOXA2,1
HOXA3,3
LFNG,1178
HOXA5,14
HOXA6,2
BRAT1,3851
IQCE,2106
ANKRD7,48
VIPR2,225
TSPAN12,2078
SSBP1,2478
HOXA13,144
CPED1,858
EVX1,1
HIBADH,2701
TAX1BP1,9085
CPVL,11662
CHN2,25
GRB10,2156
ABHD11,992
COBL,521
FKBP14,2082
PLEKHA8,1050
STX1A,273
NOD1,757
GARS1,5557
CRHR2,0
EPHB6,621
MINDY4,6
GHRHR,23
NSUN5P2,10
CASP2,1920
CHCHD2,6999
CCL24,1
HSPB1,8764
NPTX2,812
PDAP1,5059
BUD31,1344
PTCD1,115
CYP3A5,242
ZKSCAN1,7580
EIF3B,8197
SNX8,3621
NUDT1,739
PTPRZ1,55544
TAF6,1776
WASL,5007
HYAL4,0
SPAM1,0
AIMP2,582
TFR2,49
FSCN3,5
MOSPD3,765
PAX4,1
PCOLCE,425
FBXO24,7
PPP1R17,11
RBM28,2076
USP42,1326
IMPDH1,2480
AGFG2,3469
LSM5,1081
SERPINE1,7941
AP1S1,2707
MOGAT3,0
C1GALT1,2385
PLOD3,3968
RPA3,660
ZNHIT1,3202
CLDN15,401
NOBOX,1
GLCCI1,1407
MYL10,1
PHF14,2289
NRF1,842
TMEM106B,5306
EZH2,556
CEP41,1026
